X,Y,Name,Location,Episode,TikTok,YouTube
-97.7692014881868,29.8095675851728,"Lockhart, TX","29.809567585172754, -97.7692014881868",S2E001,https://www.tiktok.com/@the_josemonkey/video/7296296772836543786,https://youtu.be/h80_UQz8rC0
-73.8756065279064,42.850889514815,"Rexford, NY","42.85088951481504, -73.87560652790641",S2E002,https://www.tiktok.com/@the_josemonkey/video/7297036330624617770,https://youtu.be/Q1-_CMQn7pk
73.1052144608143,31.4031500410318,"Faisalabad, Punjab, Pakistan","31.40315004103182, 73.10521446081431 ",S2E003,https://www.tiktok.com/@the_josemonkey/video/7297793359140195626,https://youtu.be/VghFuXX5Vcg
-77.054315141889,38.3486989663069,"King George, VA","38.348698966306934, -77.05431514188899",S2E004,https://www.tiktok.com/@the_josemonkey/video/7298523676171947307,https://youtu.be/BZvs9QTc4aI
-86.269446618159,39.6954898104238,"Indianapolis, IN","39.69548981042378, -86.26944661815898",S2E005,https://www.tiktok.com/@the_josemonkey/video/7299291743147576619,https://youtu.be/2l4IomOFeco
24.6985252390658,41.5796593956977,"Smolyan, Bulgaria","41.579659395697654, 24.698525239065813",S2E006,https://www.tiktok.com/@the_josemonkey/video/7299996639568137518,https://youtu.be/MgGcPFUK-rQ
-75.2929406575679,39.9687159628992,"Upper Darby, PA","39.96871596289918, -75.29294065756787",S2E007,https://www.tiktok.com/@the_josemonkey/video/7300710996643958059,https://youtu.be/hm24DGi6w5o
-75.5496559186059,39.8041560285162,"Wilmington, DE","39.80415602851617, -75.54965591860586",S2E008,https://www.tiktok.com/@the_josemonkey/video/7301689433559043374,https://youtu.be/Is1xSPfQ8Dc
-73.2285524696693,41.2299904935379,"Trumbull, CT","41.22999049353789, -73.22855246966928",S2E009,https://www.tiktok.com/@the_josemonkey/video/7302594580405292331,https://youtu.be/NfZpc2DMHxQ
-95.3675611653829,29.7385399696165,"Houston, TX","29.738539969616482, -95.36756116538287",S2E010,https://www.tiktok.com/@the_josemonkey/video/7303363293496888619,https://youtu.be/mErJlDscCSA
-76.1691370647205,42.6085937641127,"Cortland, NY","42.60859376411275, -76.16913706472054",S2E012,https://www.tiktok.com/@the_josemonkey/video/7305161157533371679,https://youtu.be/5GjEkR3fBNM
-92.7171279015091,38.1276808996664,"Osage Beach, MO","38.127680899666416, -92.71712790150906",S2E013,https://www.tiktok.com/@the_josemonkey/video/7307072982508162334,https://youtu.be/Vc7LThWIc0s
-2.92821637962865,53.4406248411108,"Liverpool, United Kingdom","53.44062484111079, -2.9282163796286493",S2E014,https://www.tiktok.com/@the_josemonkey/video/7308564097140788523,https://youtu.be/mSi1K76KwKA
-75.3462142271103,37.8839406919911,"Chincoteague, VA","37.8839406919911, -75.3462142271103",S2E015,https://www.tiktok.com/@the_josemonkey/video/7309854720619728170,https://youtu.be/CI-Rz8bfE2U
3.54708217916916,6.443373956592,"Lekki, Lagos, Nigeria","6.443373956591995, 3.5470821791691574",S2E016,https://www.tiktok.com/@the_josemonkey/video/7311151906565459242,https://youtu.be/FOg_bqyqKxo
-89.5947886983101,40.6946765278223,"Peoria, IL","40.69467652782226, -89.59478869831014",S2E017,https://www.tiktok.com/@the_josemonkey/video/7312253522723097899,https://youtu.be/_95O1tCZojc
-74.1836801905932,40.5623384420128,"Staten Island, NY","40.56233844201275, -74.18368019059318",S2E018,https://www.tiktok.com/@the_josemonkey/video/7313329960108723502,https://youtu.be/FlsURZK2b44
-74.1825612206784,39.9792942079056,"Toms River, NJ","39.97929420790557, -74.18256122067835",S2E018,https://www.tiktok.com/@the_josemonkey/video/7313329960108723502,https://youtu.be/FlsURZK2b44
-108.473040543511,45.8046323563281,"Billings, MT","45.80463235632815, -108.47304054351082",S2E019,https://www.tiktok.com/@the_josemonkey/video/7314514007409429803,https://youtu.be/1ZxFQR39dH0
-86.2925778295121,32.381936637355,"Montgomery, AL","32.38193663735498, -86.29257782951214",S2E020,https://www.tiktok.com/@the_josemonkey/video/7315616652958125355,https://youtu.be/r0c1iA45dCk
115.540940804878,-31.9967180327499,"Rottnest Island, Western Australia, Australia","-31.99671803274988, 115.54094080487785",S2E021,https://www.tiktok.com/@the_josemonkey/video/7315963914246819118,https://youtu.be/uNKknTbpJb4
-87.8514772748179,14.5867439343296,"Siguatepeque, Honduras","14.586743934329593, -87.85147727481791",S2E022,https://www.tiktok.com/@the_josemonkey/video/7317677402266619179,https://youtu.be/py2RZJTjwrQ
