X,Y,Name,Location,Episode,TikTok,YouTube
-122.687585005423,45.6150306638083,"Portland, OR","45.61503066380828, -122.68758500542317",S1E020,https://www.tiktok.com/@the_josemonkey/video/7166804544687443242,
-95.8523162,36.0962978,"Tulsa, OK","36.0962978,-95.8523162",S1E021,https://www.tiktok.com/@the_josemonkey/video/7167544919417015595,
-86.002843,41.6454147,"Elkhart, IN","41.6454147,-86.002843",S1E022,https://www.tiktok.com/@the_josemonkey/video/7168280903200869678,
-84.5480239948042,42.7119158083593,"Lansing, MI","42.7119158083593, -84.54802399480421",S1E023,https://www.tiktok.com/@the_josemonkey/video/7168572687961476398,
-81.3791749,28.5515645,"Orlando, FL","28.5515645,-81.3791749",S1E024,https://www.tiktok.com/@the_josemonkey/video/7169651219496013099,
-71.4049484,41.8104688,"Providence, RI","41.8104688,-71.4049484",S1E025,https://www.tiktok.com/@the_josemonkey/video/7169709108331859242,
-112.263759823247,40.6916596270036,"Lake Point, UT","40.69165962700362, -112.26375982324743",S1E026,https://www.tiktok.com/@the_josemonkey/video/7170025387651599659,
-104.9889446,39.9563127,"Denver, CO","39.9563127,-104.9889446",S1E027,https://www.tiktok.com/@the_josemonkey/video/7171064854113963307,
30.1026913,-1.9541589,"Kigali, Rwanda","-1.9541589,30.1026913",S1E028,https://www.tiktok.com/@the_josemonkey/video/7171452992363990318,
-77.3150628,40.6149032,"Oakland Mills, PA","40.6149032,-77.3150628",S1E029,https://www.tiktok.com/@the_josemonkey/video/7171998062980713774,
-70.8603558239625,42.8417141711802,"Salisbury, MA","42.8417141711802, -70.86035582396246",S1E030,https://www.tiktok.com/@the_josemonkey/video/7172372857354259755,
-76.4925974,39.3359554,"Rosedale, MD","39.3359554,-76.4925974",S1E031,https://www.tiktok.com/@the_josemonkey/video/7172739105275661611,
-75.8320401003048,37.5162514402736,"Exmore, VA","37.516251440273564, -75.83204010030482",S1E032,https://www.tiktok.com/@the_josemonkey/video/7173046144811961643,
-81.3418768627972,35.7317419944513,"Hickory, NC","35.731741994451255, -81.34187686279725",S1E033,https://www.tiktok.com/@the_josemonkey/video/7173858148611280174,
-74.6306148503478,41.7080569874708,"South Fallsburg, NY","41.70805698747076, -74.63061485034775",S1E034,https://www.tiktok.com/@the_josemonkey/video/7174408218855378222,
-109.197439387124,32.9151436761733,"Duncan, AZ","32.91514367617331, -109.19743938712436",S1E035,https://www.tiktok.com/@the_josemonkey/video/7174784137021197610,
-91.0180351,36.9857916,"Van Buren, MO","36.9857916,-91.0180351",S1E036,https://www.tiktok.com/@the_josemonkey/video/7175505942120009006,
-95.2818241544404,29.7770627288962,"Houston, TX","29.777062728896233, -95.28182415444039",S1E037,https://www.tiktok.com/@the_josemonkey/video/7176760725753351467,
-106.26177801808,42.8477470271815,"Casper, WY","42.84774702718154, -106.26177801808005",S1E038,https://www.tiktok.com/@the_josemonkey/video/7177450451393072426,
-97.5239396622813,25.8759265451814,"Matamoros, Tamaulipas, Mexico","25.875926545181358, -97.52393966228132",S1E039,https://www.tiktok.com/@the_josemonkey/video/7178088988375256363,
-75.9028707,42.1316006,"Binghamton, NY","42.1316006, -75.9028707",S1E040,https://www.tiktok.com/@the_josemonkey/video/7179418699437477166,
-75.6416684835374,44.5779475347672,"Morristown, NY","44.5779475347672, -75.64166848353737",S1E041,https://www.tiktok.com/@the_josemonkey/video/7180013045291470126,
-82.2025699014471,41.4288273381268,"Lorain, OH","41.428827338126844, -82.20256990144713",S1E042,https://www.tiktok.com/@the_josemonkey/video/7180471907693661486,
24.5035659202925,65.800678294917,"Keminmaa, Finland","65.80067829491702, 24.50356592029253",S1E043,https://www.tiktok.com/@the_josemonkey/video/7180720912113683754,
-86.1488104880314,39.7753957308938,"Indianapolis, IN","39.77539573089384, -86.14881048803139",S1E044,https://www.tiktok.com/@the_josemonkey/video/7180900635787791659,
-74.5663195906649,40.1876603758427,"Robbinsville, NJ","40.187660375842725, -74.56631959066489",S1E045,https://www.tiktok.com/@the_josemonkey/video/7181452854790507819,
-95.6174506217636,29.7840005410419,"Houston, TX","29.78400054104194, -95.6174506217636",S1E046,https://www.tiktok.com/@the_josemonkey/video/7181918569108671790,
-88.1063429339328,40.4551334865877,"Paxton, IL","40.45513348658772, -88.10634293393275",S1E047,https://www.tiktok.com/@the_josemonkey/video/7182232664253009194,
-95.3366309927486,29.4607613954835,"Manvel, TX","29.460761395483498, -95.33663099274862",S1E048,https://www.tiktok.com/@the_josemonkey/video/7182771554038844718,
-84.127196440021,39.8716535531478,"Huber Heights, OH","39.871653553147844, -84.127196440021",S1E049,https://www.tiktok.com/@the_josemonkey/video/7182954726282071339,
-86.6669561378322,30.4309547059999,"Fort Walton Beach, FL","30.430954705999863, -86.66695613783223",S1E050,https://www.tiktok.com/@the_josemonkey/video/7183507588212985130,
-121.267352726598,38.7753077513836,"Roseville, CA","38.775307751383615, -121.26735272659832",S1E051,https://www.tiktok.com/@the_josemonkey/video/7184038104989175083,
-80.1311848638543,40.8017648099329,"Harmony, PA","40.80176480993295, -80.13118486385433",S1E052,https://www.tiktok.com/@the_josemonkey/video/7184440280152837422,
-76.8884452645851,41.277790614641,"Fairfield Township, PA","41.27779061464098, -76.8884452645851",S1E053,https://www.tiktok.com/@the_josemonkey/video/7184852927352196394,
-84.2609374909074,33.8906524924351,"Atlanta, GA","33.8906524924351, -84.26093749090742",S1E054,https://www.tiktok.com/@the_josemonkey/video/7185338627914730795,
-95.7825822191604,36.1626280093689,"Tulsa, OK","36.1626280093689, -95.7825822191604",S1E055,https://www.tiktok.com/@the_josemonkey/video/7186292116342181166,
-92.6334740126129,35.1668359153583,"Howard Township, AR","35.16683591535827, -92.63347401261294",S1E056,https://www.tiktok.com/@the_josemonkey/video/7186450789966089515,
-82.6895290589178,34.5589396323617,"Anderson, SC","34.55893963236174, -82.6895290589178",S1E057,https://www.tiktok.com/@the_josemonkey/video/7187152212353682734,
-124.166050943486,40.8023327180602,"Eureka, CA","40.80233271806016, -124.16605094348617",S1E058,https://www.tiktok.com/@the_josemonkey/video/7187201024891850027,
-111.742190371619,33.3110826619157,"Gilbert, AZ","33.3110826619157, -111.74219037161896",S1E059,https://www.tiktok.com/@the_josemonkey/video/7187552676207414574,
-82.401063088467,37.8215679411772,"Lovely, KY","37.82156794117716, -82.40106308846704",S1E060,https://www.tiktok.com/@the_josemonkey/video/7187960914371480874,https://www.youtube.com/watch?v=C2N__B3rCIA
-85.0320040496986,33.037836740422,"LaGrange, GA","33.03783674042198, -85.03200404969861",S1E061,https://www.tiktok.com/@the_josemonkey/video/7188296447765253422,https://www.youtube.com/watch?v=vecvcqLrYes
-114.615300300435,35.8820885446503,"Temple Bar Marina, AZ","35.882088544650315, -114.61530030043549",S1E062,https://www.tiktok.com/@the_josemonkey/video/7188862022950522158,
-80.9518610661334,35.1958993818989,"Charlotte, NC","35.195899381898876, -80.95186106613339",S1E063,https://www.tiktok.com/@the_josemonkey/video/7189027685690068267,
-88.8999938,30.4549986,"D'Iberville, MS","30.4549986,-88.8999938",S1E064,https://www.tiktok.com/@the_josemonkey/video/7189255977945025838,
-93.2637127859504,31.151929463135,"Leesville, LA","31.151929463135026, -93.26371278595043",S1E065,https://www.tiktok.com/@the_josemonkey/video/7189746790462229806,
-96.3752801042739,30.6311967493582,"Bryan, TX","30.631196749358214, -96.3752801042739",S1E066,https://www.tiktok.com/@the_josemonkey/video/7190116198665784622,
-94.515277387243,37.054129429479,"Joplin, MO","37.05412942947903, -94.51527738724305",S1E067,https://www.tiktok.com/@the_josemonkey/video/7190550172479409450,
-77.6580616541813,39.9371249123625,"Chambersburg, PA","39.937124912362535, -77.6580616541813",S1E068,https://www.tiktok.com/@the_josemonkey/video/7190863484584971566,
-74.6250113193016,41.6385077363691,"Monticello, NY","41.638507736369135, -74.62501131930165",S1E069,https://www.tiktok.com/@the_josemonkey/video/7191180978734501166,
-101.209452285582,48.2293638457197,"Minot, ND","48.22936384571972, -101.20945228558207",S1E070,https://www.tiktok.com/@the_josemonkey/video/7191269729741409578,
